controller,grid,scenario,seed,simulation_duration_s,loaded_vehicles,departed_vehicles,completed_trips,completion_rate_pct,completion_of_departed_pct,avg_travel_time,avg_waiting_time,avg_time_loss,mean_queue_length,max_queue_length,mean_step_waiting_time,mean_vehicle_count,teleports_started,teleports_ended,active_at_end,min_expected_at_end,tls_count,active_program,peak_process_tree_ram_mb,simulation_loop_runtime_s,total_wall_runtime_s,tripinfo_arrival_match,step_file,tripinfo_file,status,controller_final,algorithm_family,mean_agent_predict_ms,p95_agent_predict_ms,mean_joint_decision_ms,p95_joint_decision_ms,model_size_total_mb,wall_runtime_s
original_fixed,2x2,medium,12,1800,1500,1500,1395,93.0,93.0,121.88960573476703,35.88028673835125,59.07793548387097,6.563888888888889,26,104.61111111111111,14.192361111111111,0,0,105,105,4,0,91.234375,8.532808708027005,9.580780792050064,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed12_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,medium,13,1800,1500,1498,1398,93.2,93.32443257676903,123.05722460658083,36.61587982832618,60.1175321888412,6.664583333333334,24,106.68680555555555,14.36111111111111,0,0,100,102,4,0,92.375,8.913446375052445,9.956356041016988,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed13_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,medium,14,1800,1500,1499,1383,92.2,92.26150767178119,125.0947216196674,38.186550976138825,62.462610267534345,6.860416666666667,25,110.24930555555555,14.649305555555555,0,0,116,117,4,0,93.453125,8.71206558297854,9.76292300003115,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed14_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,medium,15,1800,1500,1498,1398,93.2,93.32443257676903,118.21387696709586,33.57367668097282,55.771280400572245,5.959722222222222,27,92.72777777777777,13.36111111111111,0,0,100,102,4,0,92.703125,8.647676874999888,9.690322624985129,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed15_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
webster_fixed,2x2,medium,11,1800,1500,1500,1414,94.26666666666667,94.26666666666667,99.26025459688826,15.505657708628005,36.82577086280057,2.3652777777777776,11,12.154166666666667,9.578472222222222,0,0,86,86,4,a,97.859375,8.365159041946754,9.44792054197751,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed11_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,medium,12,1800,1500,1500,1417,94.46666666666667,94.46666666666667,98.45518701482004,15.00211714890614,35.748588567395906,2.2125,11,11.23263888888889,9.327777777777778,0,0,83,83,4,a,99.203125,8.65759833296761,9.75054420903325,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed12_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,medium,13,1800,1500,1499,1411,94.06666666666666,94.12941961307538,99.07441530829199,15.031892274982281,36.18812898653437,2.28125,10,11.534027777777778,9.497222222222222,0,0,88,89,4,a,99.546875,8.63952091592364,9.731892041978426,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed13_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,medium,14,1800,1500,1498,1412,94.13333333333334,94.25901201602136,98.90793201133144,15.080028328611897,36.26629603399434,2.3555555555555556,12,12.122916666666667,9.57013888888889,0,0,86,88,4,a,99.046875,8.532488125027157,9.617131582926959,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed14_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,medium,15,1800,1500,1499,1416,94.39999999999999,94.46297531687792,98.76765536723164,15.030367231638419,36.37249293785311,2.3583333333333334,12,12.003472222222221,9.574305555555556,0,0,83,84,4,a,99.453125,8.54409920796752,9.633987707900815,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed15_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
dqn,2x2,low,11,,600,600,568,94.66666666666667,,83.08802816901408,6.322183098591549,19.636531690140846,0.38680555555555557,4,,,0,0,,,,,332.140625,,,,,,PASS,dqn_v2,learned,0.053577367361111114,0.0621271,0.21731746944444444,0.2455643000000001,0.3686408996582031,1.926410041982308
dqn,2x2,low,12,,600,600,570,95.0,,83.0421052631579,6.045614035087719,19.46264912280702,0.3784722222222222,4,,,0,0,,,,,347.9375,,,,,,PASS,dqn_v2,learned,0.04485191805555556,0.05575,0.18213261944444445,0.19546634999999998,0.3686408996582031,1.8550704160006717
dqn,2x2,low,13,,600,600,573,95.5,,83.50785340314137,5.895287958115183,19.39371727748691,0.37569444444444444,4,,,0,0,,,,,362.453125,,,,,,PASS,dqn_v2,learned,0.0475574375,0.060629199999999994,0.19315384444444444,0.2696354,0.3686408996582031,1.8996161670656875
dqn,2x2,low,14,,600,600,572,95.33333333333333,,83.8548951048951,6.498251748251748,19.876346153846153,0.38958333333333334,4,,,0,0,,,,,362.171875,,,,,,PASS,dqn_v2,learned,0.04715523611111111,0.060584,0.19162256111111112,0.25204580000000004,0.3686408996582031,1.8988303329097107
dqn,2x2,low,15,,600,600,572,95.33333333333333,,82.26923076923077,5.8024475524475525,18.797727272727272,0.3819444444444444,5,,,0,0,,,,,239.796875,,,,,,PASS,dqn_v2,learned,0.047584900694444446,0.06226044999999999,0.19338484444444445,0.23546845,0.3686408996582031,1.9043565839529037
dqn,2x2,medium,11,,1500,1500,1415,94.33333333333333,,98.35971731448764,15.421201413427562,35.84082685512367,2.2472222222222222,13,,,0,0,,,,,333.765625,,,,,,PASS,dqn_v2,learned,0.05206255416666667,0.06079614999999999,0.21106263055555555,0.2792583,0.3686408996582031,1.984707084018737
dqn,2x2,medium,12,,1500,1498,1413,94.2,,98.01273885350318,15.133050247699929,35.307338995046,2.066666666666667,11,,,0,0,,,,,343.0625,,,,,,PASS,dqn_v2,learned,0.055717454166666666,0.12707709999999994,0.22620893333333333,0.3924479,0.3686408996582031,2.1316892500035465
dqn,2x2,medium,13,,1500,1499,1411,94.06666666666666,,97.22608079376329,14.309000708717221,34.32861091424522,2.0555555555555554,12,,,0,0,,,,,347.046875,,,,,,PASS,dqn_v2,learned,0.0448469,0.057334,0.18214846944444443,0.25234550000000006,0.3686408996582031,1.9668564170133322
dqn,2x2,medium,14,,1500,1498,1411,94.06666666666666,,99.72360028348689,16.434443656980864,37.11896527285613,2.2958333333333334,12,,,0,0,,,,,348.875,,,,,,PASS,dqn_v2,learned,0.04616422847222222,0.06328124999999997,0.18757489166666666,0.27099825000000016,0.3686408996582031,2.015134915942326
dqn,2x2,medium,15,,1500,1499,1410,94.0,,99.06879432624113,16.145390070921987,36.64442553191489,2.2930555555555556,11,,,0,0,,,,,358.828125,,,,,,PASS,dqn_v2,learned,0.04485489930555556,0.055590249999999994,0.18205795277777778,0.2424128000000001,0.3686408996582031,1.9823094171006233
dqn,2x2,high,11,,3000,1657,454,15.133333333333333,,268.8612334801762,149.99118942731278,201.36191629955948,71.00277777777778,100,,,93,57,,,,,348.859375,,,,,,PASS,dqn_v2,learned,0.044555909722222224,0.05687705,0.18088312222222222,0.19708155000000005,0.3686408996582031,3.32842575001996
dqn,2x2,high,12,,3000,1647,430,14.333333333333334,,272.26976744186044,146.8232558139535,198.55097674418604,72.95972222222223,100,,,114,68,,,,,358.78125,,,,,,PASS,dqn_v2,learned,0.044621155555555556,0.056881249999999994,0.18117176666666668,0.2047205,0.3686408996582031,3.4095895829377696
dqn,2x2,high,13,,3000,1603,386,12.866666666666667,,246.60103626943004,127.28238341968913,170.11683937823835,74.15902777777778,100,,,105,64,,,,,372.15625,,,,,,PASS,dqn_v2,learned,0.04517498958333333,0.05825415,0.18344746388888888,0.21256875,0.3686408996582031,3.425661457935348
dqn,2x2,high,14,,3000,1628,410,13.666666666666666,,263.07560975609755,139.9048780487805,185.14831707317074,74.725,100,,,130,78,,,,,382.984375,,,,,,PASS,dqn_v2,learned,0.045114415972222224,0.05837915,0.18328564444444445,0.20507115000000004,0.3686408996582031,3.422503124922514
dqn,2x2,high,15,,3000,1705,502,16.733333333333334,,259.1195219123506,133.45418326693226,190.34426294820716,69.07708333333333,100,,,97,57,,,,,390.3125,,,,,,PASS,dqn_v2,learned,0.045090280555555556,0.05879614999999999,0.18324538055555556,0.2072399,0.3686408996582031,3.35056320799049
dqn,2x2,dynamic,11,,1200,1200,1124,93.66666666666667,,97.74733096085409,12.92526690391459,32.008781138790035,1.7006944444444445,10,,,0,0,,,,,333.71875,,,,,,PASS,dqn_v2,learned,0.044181104166666665,0.054545199999999995,0.17934933055555555,0.19474405000000003,0.3686408996582031,1.9358207079349086
dqn,2x2,dynamic,12,,1200,1200,1130,94.16666666666667,,95.79203539823008,11.524778761061947,29.862743362831857,1.4534722222222223,11,,,0,0,,,,,350.484375,,,,,,PASS,dqn_v2,learned,0.043277878472222225,0.053669049999999996,0.175667,0.1893128,0.3686408996582031,1.9257851250004023
dqn,2x2,dynamic,13,,1200,1200,1127,93.91666666666667,,98.28305235137533,12.626441881100266,31.95740017746229,1.6805555555555556,10,,,0,0,,,,,365.453125,,,,,,PASS,dqn_v2,learned,0.04500418263888889,0.0562101,0.18276181111111112,0.23047465,0.3686408996582031,1.9471485830144957
dqn,2x2,dynamic,14,,1200,1200,1130,94.16666666666667,,97.19646017699115,12.228318584070797,31.03554867256637,1.5673611111111112,9,,,0,0,,,,,365.71875,,,,,,PASS,dqn_v2,learned,0.04396541388888889,0.053919049999999996,0.17847974166666666,0.18896634999999998,0.3686408996582031,1.9424904170446098
dqn,2x2,dynamic,15,,1200,1200,1127,93.91666666666667,,96.92901508429459,12.470275066548359,31.224010647737355,1.5847222222222221,10,,,0,0,,,,,365.359375,,,,,,PASS,dqn_v2,learned,0.04350258125,0.05445805,0.17668364166666667,0.1940521,0.3686408996582031,1.9335701669333503
ppo,2x2,low,11,,600,600,569,94.83333333333333,,82.81546572934974,6.054481546572935,19.43854130052724,0.3729166666666667,4,,,0,0,,,,,324.578125,,,,,,PASS,ppo_v2,learned,0.07657411388888889,0.0859202,0.3095813027777778,0.32689650000000003,0.53125,1.9265492080012336
ppo,2x2,low,12,,600,600,567,94.5,,82.99118165784833,6.005291005291006,19.39726631393298,0.38472222222222224,4,,,0,0,,,,,326.546875,,,,,,PASS,ppo_v2,learned,0.07014802847222222,0.08625,0.28377439444444447,0.30523365,0.53125,1.9204834579722956
ppo,2x2,low,13,,600,600,573,95.5,,83.16404886561955,5.7574171029668415,19.024083769633506,0.3659722222222222,4,,,0,0,,,,,327.1875,,,,,,PASS,ppo_v2,learned,0.06954305277777778,0.08475,0.28146031111111114,0.30372740000000004,0.53125,1.9019940830767155
ppo,2x2,low,14,,600,600,571,95.16666666666667,,84.06654991243433,6.423817863397548,20.04411558669002,0.4125,4,,,0,0,,,,,327.5,,,,,,PASS,ppo_v2,learned,0.07030794652777778,0.08419194999999999,0.2844089111111111,0.3049652,0.53125,1.9138406671117991
ppo,2x2,low,15,,600,600,572,95.33333333333333,,82.2972027972028,5.615384615384615,18.819493006993007,0.3472222222222222,4,,,0,0,,,,,327.875,,,,,,PASS,ppo_v2,learned,0.06912635833333333,0.08379315,0.27958253055555554,0.29635000000000006,0.53125,1.8894284999696538
ppo,2x2,medium,11,,1500,1500,1417,94.46666666666667,,99.81863091037403,16.605504587155963,37.31894142554693,2.428472222222222,12,,,0,0,,,,,323.5625,,,,,,PASS,ppo_v2,learned,0.06890030277777778,0.085042,0.27853251944444446,0.3004191,0.53125,1.9951119580073282
ppo,2x2,medium,12,,1500,1499,1406,93.73333333333333,,102.81934566145092,17.926031294452347,40.09706258890469,2.595138888888889,12,,,0,0,,,,,326.25,,,,,,PASS,ppo_v2,learned,0.07154269791666666,0.08913125,0.2892105555555556,0.33604760000000006,0.53125,2.0215613750042394
ppo,2x2,medium,13,,1500,1499,1416,94.4,,101.28319209039547,17.105225988700564,38.37706920903955,2.529861111111111,15,,,0,0,,,,,328.546875,,,,,,PASS,ppo_v2,learned,0.06754822569444445,0.08234135,0.2730189694444444,0.29470450000000004,0.53125,2.001611875020899
ppo,2x2,medium,14,,1500,1498,1408,93.86666666666666,,100.73508522727273,16.975852272727273,38.14067471590909,2.4805555555555556,13,,,0,0,,,,,328.703125,,,,,,PASS,ppo_v2,learned,0.06986000347222222,0.08675,0.28233749722222223,0.31883930000000005,0.53125,2.015081249992363
ppo,2x2,medium,15,,1500,1498,1412,94.13333333333334,,100.15014164305948,16.7485835694051,37.777946175637396,2.5194444444444444,12,,,0,0,,,,,329.484375,,,,,,PASS,ppo_v2,learned,0.0718569951388889,0.08976874999999998,0.29032746111111113,0.4027937500000001,0.53125,2.037029125029221
ppo,2x2,high,11,,3000,1460,225,7.5,,357.52,238.06666666666666,264.5845777777778,74.05069444444445,100,,,130,82,,,,,341.078125,,,,,,PASS,ppo_v2,learned,0.07352119722222222,0.09104405,0.2974156055555556,0.32775835,0.53125,3.6192297079833224
ppo,2x2,high,12,,3000,1443,213,7.1,,343.46478873239437,222.72769953051642,247.591220657277,74.69652777777777,100,,,134,84,,,,,344.34375,,,,,,PASS,ppo_v2,learned,0.07303485902777777,0.09025625,0.2953798861111111,0.3261795,0.53125,3.6439076660899445
ppo,2x2,high,13,,3000,1448,220,7.333333333333333,,365.35,234.23636363636365,259.8404090909091,73.98333333333333,100,,,127,81,,,,,344.765625,,,,,,PASS,ppo_v2,learned,0.0727155951388889,0.0912521,0.2940975416666667,0.33131905,0.53125,3.6872680420055985
ppo,2x2,high,14,,3000,1461,236,7.866666666666666,,388.1737288135593,268.81779661016947,293.388093220339,73.68958333333333,100,,,131,89,,,,,344.890625,,,,,,PASS,ppo_v2,learned,0.07293577777777778,0.0918351,0.29499305833333334,0.33305690000000004,0.53125,3.647044042008929
ppo,2x2,high,15,,3000,1450,223,7.433333333333334,,337.695067264574,206.03139013452915,229.65587443946188,74.33958333333334,100,,,132,76,,,,,345.03125,,,,,,PASS,ppo_v2,learned,0.07300529375,0.09013959999999999,0.2952804388888889,0.3253232500000001,0.53125,3.6827978750225157
ppo,2x2,dynamic,11,,1200,1200,1116,93.0,,104.22132616487455,16.14695340501792,38.418539426523296,2.1333333333333333,11,,,0,0,,,,,323.1875,,,,,,PASS,ppo_v2,learned,0.07221097638888889,0.0895021,0.29177858333333334,0.35910835,0.53125,2.0223704159725457
ppo,2x2,dynamic,12,,1200,1200,1121,93.41666666666667,,102.37198929527207,15.215878679750222,36.541177520071365,2.0006944444444446,11,,,0,0,,,,,326.1875,,,,,,PASS,ppo_v2,learned,0.06788389513888889,0.0833372,0.2743929638888889,0.29562710000000003,0.53125,1.9836176249664277
ppo,2x2,dynamic,13,,1200,1200,1116,93.0,,106.94623655913979,17.300179211469533,40.770967741935486,2.395138888888889,13,,,0,0,,,,,327.46875,,,,,,PASS,ppo_v2,learned,0.06795790486111111,0.08304825,0.274548275,0.30588125,0.53125,1.9889828749001026
ppo,2x2,dynamic,14,,1200,1200,1124,93.66666666666667,,104.7135231316726,16.237544483985765,38.5513256227758,2.1666666666666665,11,,,0,0,,,,,327.703125,,,,,,PASS,ppo_v2,learned,0.06955860416666666,0.08454825,0.28110476666666667,0.30707915,0.53125,1.9985030419193208
ppo,2x2,dynamic,15,,1200,1200,1120,93.33333333333333,,102.7625,15.55625,37.13963392857143,2.048611111111111,10,,,0,0,,,,,327.796875,,,,,,PASS,ppo_v2,learned,0.06807841944444444,0.08192115,0.27504619444444445,0.29213125,0.53125,1.9850241660606116
