controller,grid,scenario,seed,simulation_duration_s,loaded_vehicles,departed_vehicles,completed_trips,completion_rate_pct,completion_of_departed_pct,avg_travel_time,avg_waiting_time,avg_time_loss,mean_queue_length,max_queue_length,mean_step_waiting_time,mean_vehicle_count,teleports_started,teleports_ended,active_at_end,min_expected_at_end,tls_count,active_program,peak_process_tree_ram_mb,simulation_loop_runtime_s,total_wall_runtime_s,tripinfo_arrival_match,step_file,tripinfo_file,status,controller_final,algorithm_family,agent_count,mean_agent_predict_ms,p95_agent_predict_ms,mean_joint_decision_ms,p95_joint_decision_ms,model_size_total_mb,wall_runtime_s
original_fixed,5x5,medium,11,1800,1566,1564,1431,91.37931034482759,91.49616368286445,155.7498252969951,42.96715583508036,64.6669322152341,1.483111111111111,11,24.213,3.948111111111111,0,0,133,135,25,0,98.953125,11.80887199996505,12.885292207938619,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed11_tripinfo.xml,PASS,original_fixed,conventional,25,,,,,,
original_fixed,5x5,medium,12,1800,1566,1565,1423,90.8684546615581,90.92651757188499,156.07097680955727,43.07730147575545,64.78441321152495,1.4863333333333333,11,23.922333333333334,3.969888888888889,0,0,142,143,25,0,99.21875,11.79121454199776,12.860969792003743,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed12_tripinfo.xml,PASS,original_fixed,conventional,25,,,,,,
original_fixed,5x5,medium,13,1800,1566,1564,1431,91.37931034482759,91.49616368286445,158.06219426974144,44.42138364779874,66.41966457023061,1.519,10,24.682666666666666,4.003888888888889,0,0,133,135,25,0,99.15625,11.844102457980625,12.918676082976162,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed13_tripinfo.xml,PASS,original_fixed,conventional,25,,,,,,
original_fixed,5x5,medium,14,1800,1566,1564,1430,91.3154533844189,91.43222506393862,156.0937062937063,42.906993006993005,64.6102027972028,1.475111111111111,11,23.788777777777778,3.952111111111111,0,0,134,136,25,0,98.5,11.901595833944157,12.958135416964069,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed14_tripinfo.xml,PASS,original_fixed,conventional,25,,,,,,
original_fixed,5x5,medium,15,1800,1566,1565,1431,91.37931034482759,91.43769968051119,155.04891684136967,42.306079664570234,63.95904961565339,1.455,10,23.601555555555557,3.9276666666666666,0,0,134,135,25,0,99.125,11.95333179202862,13.030562290921807,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/original_fixed_medium_seed15_tripinfo.xml,PASS,original_fixed,conventional,25,,,,,,
webster_fixed,5x5,medium,11,1800,1566,1565,1449,92.52873563218391,92.58785942492013,131.85714285714286,15.180124223602485,40.764920634920635,0.4872222222222222,6,1.945,3.071222222222222,0,0,116,117,25,a,105.59375,11.783646041993052,12.899477208964527,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed11_tripinfo.xml,PASS,webster_fixed,conventional,25,,,,,,
webster_fixed,5x5,medium,12,1800,1566,1564,1443,92.1455938697318,92.26342710997443,132.06791406791407,15.040887040887041,40.664948024948025,0.4831111111111111,6,1.967,3.0798888888888887,0,0,121,123,25,a,105.375,11.929116875049658,13.036240583052859,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed12_tripinfo.xml,PASS,webster_fixed,conventional,25,,,,,,
webster_fixed,5x5,medium,13,1800,1566,1563,1448,92.46487867177522,92.64235444657709,132.40124309392266,15.157458563535911,40.688135359116025,0.4816666666666667,6,1.935,3.0805555555555557,0,0,115,118,25,a,105.6875,11.826609957963228,12.93966916599311,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed13_tripinfo.xml,PASS,webster_fixed,conventional,25,,,,,,
webster_fixed,5x5,medium,14,1800,1566,1565,1445,92.27330779054917,92.33226837060703,132.42145328719724,15.267128027681661,41.06708650519031,0.4856666666666667,6,1.9457777777777778,3.0877777777777777,0,0,120,121,25,a,105.609375,11.725378250004724,12.836992084048688,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed14_tripinfo.xml,PASS,webster_fixed,conventional,25,,,,,,
webster_fixed,5x5,medium,15,1800,1566,1565,1447,92.40102171136654,92.46006389776358,132.42432619212164,15.233586731167934,41.142494816862474,0.4811111111111111,6,1.9244444444444444,3.0755555555555554,0,0,118,119,25,a,105.578125,11.749321500072256,12.856322500039823,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/webster_fixed_medium_seed15_tripinfo.xml,PASS,webster_fixed,conventional,25,,,,,,
dqn,2x2,medium,11,,1500,1500,1415,94.33333333333333,,98.35971731448764,15.421201413427562,35.84082685512367,2.2472222222222222,13,,,0,0,,,,,333.765625,,,,,,PASS,dqn_v2,learned,4,0.05206255416666667,0.06079614999999999,0.21106263055555555,0.2792583,0.3686408996582031,1.984707084018737
dqn,2x2,medium,12,,1500,1498,1413,94.2,,98.01273885350318,15.133050247699929,35.307338995046,2.066666666666667,11,,,0,0,,,,,343.0625,,,,,,PASS,dqn_v2,learned,4,0.055717454166666666,0.12707709999999994,0.22620893333333333,0.3924479,0.3686408996582031,2.1316892500035465
dqn,2x2,medium,13,,1500,1499,1411,94.06666666666666,,97.22608079376329,14.309000708717221,34.32861091424522,2.0555555555555554,12,,,0,0,,,,,347.046875,,,,,,PASS,dqn_v2,learned,4,0.0448469,0.057334,0.18214846944444443,0.25234550000000006,0.3686408996582031,1.9668564170133322
dqn,2x2,medium,14,,1500,1498,1411,94.06666666666666,,99.72360028348689,16.434443656980864,37.11896527285613,2.2958333333333334,12,,,0,0,,,,,348.875,,,,,,PASS,dqn_v2,learned,4,0.04616422847222222,0.06328124999999997,0.18757489166666666,0.27099825000000016,0.3686408996582031,2.015134915942326
dqn,2x2,medium,15,,1500,1499,1410,94.0,,99.06879432624113,16.145390070921987,36.64442553191489,2.2930555555555556,11,,,0,0,,,,,358.828125,,,,,,PASS,dqn_v2,learned,4,0.04485489930555556,0.055590249999999994,0.18205795277777778,0.2424128000000001,0.3686408996582031,1.9823094171006233
ppo,2x2,medium,11,,1500,1500,1417,94.46666666666667,,99.81863091037403,16.605504587155963,37.31894142554693,2.428472222222222,12,,,0,0,,,,,323.5625,,,,,,PASS,ppo_v2,learned,4,0.06890030277777778,0.085042,0.27853251944444446,0.3004191,0.53125,1.9951119580073282
ppo,2x2,medium,12,,1500,1499,1406,93.73333333333333,,102.81934566145092,17.926031294452347,40.09706258890469,2.595138888888889,12,,,0,0,,,,,326.25,,,,,,PASS,ppo_v2,learned,4,0.07154269791666666,0.08913125,0.2892105555555556,0.33604760000000006,0.53125,2.0215613750042394
ppo,2x2,medium,13,,1500,1499,1416,94.4,,101.28319209039547,17.105225988700564,38.37706920903955,2.529861111111111,15,,,0,0,,,,,328.546875,,,,,,PASS,ppo_v2,learned,4,0.06754822569444445,0.08234135,0.2730189694444444,0.29470450000000004,0.53125,2.001611875020899
ppo,2x2,medium,14,,1500,1498,1408,93.86666666666666,,100.73508522727273,16.975852272727273,38.14067471590909,2.4805555555555556,13,,,0,0,,,,,328.703125,,,,,,PASS,ppo_v2,learned,4,0.06986000347222222,0.08675,0.28233749722222223,0.31883930000000005,0.53125,2.015081249992363
ppo,2x2,medium,15,,1500,1498,1412,94.13333333333334,,100.15014164305948,16.7485835694051,37.777946175637396,2.5194444444444444,12,,,0,0,,,,,329.484375,,,,,,PASS,ppo_v2,learned,4,0.0718569951388889,0.08976874999999998,0.29032746111111113,0.4027937500000001,0.53125,2.037029125029221
dqn,3x3,medium,11,,1800,1799,1680,93.33333333333333,,110.24107142857143,16.088690476190475,38.21031547619047,1.4015432098765432,13,,,0,0,,,,,352.625,,,,,,PASS,dqn_v2,learned,9,0.0413093962962963,0.05279404999999999,0.37765960277777777,0.41941010000000006,0.829442024230957,3.8993820410687476
dqn,3x3,medium,12,,1800,1799,1684,93.55555555555556,,111.4210213776722,16.70724465558195,39.13331947743468,1.4833333333333334,10,,,0,0,,,,,385.1875,,,,,,PASS,dqn_v2,learned,9,0.04085529197530864,0.051416,0.37337248055555555,0.40214760000000005,0.829442024230957,3.875640541082248
dqn,3x3,medium,13,,1800,1799,1684,93.55555555555556,,111.78919239904988,16.843230403800476,39.38923396674584,1.4777777777777779,13,,,0,0,,,,,386.796875,,,,,,PASS,dqn_v2,learned,9,0.043832799691358025,0.06075414999999998,0.40075984722222224,0.48174405000000003,0.829442024230957,3.9855822500539944
dqn,3x3,medium,14,,1800,1798,1682,93.44444444444444,,109.03329369797859,15.191438763376933,36.83780618311534,1.327469135802469,11,,,0,0,,,,,401.171875,,,,,,PASS,dqn_v2,learned,9,0.04459059537037037,0.06629405,0.4079889666666667,0.48532644999999996,0.829442024230957,4.003495666082017
dqn,3x3,medium,15,,1800,1799,1684,93.55555555555556,,112.44774346793349,17.55463182897862,40.44871140142518,1.5308641975308641,13,,,0,0,,,,,431.484375,,,,,,PASS,dqn_v2,learned,9,0.04406936049382716,0.05950204999999999,0.4031306666666667,0.49043510000000007,0.829442024230957,4.023253166931681
ppo,3x3,medium,11,,1800,1799,1681,93.38888888888889,,114.75490779298038,19.245687091017253,42.734509220701966,1.7324074074074074,11,,,0,0,,,,,327.796875,,,,,,PASS,ppo_v2,learned,9,0.06889326604938271,0.08233714999999998,0.6268563666666667,0.64418155,1.1953125,4.049007125082426
ppo,3x3,medium,12,,1800,1799,1679,93.27777777777777,,115.67659321024419,19.628350208457416,43.478159618820726,1.73179012345679,12,,,0,0,,,,,332.125,,,,,,PASS,ppo_v2,learned,9,0.06559463024691359,0.07988334999999995,0.5967331694444444,0.6341396,1.1953125,4.066986916936003
ppo,3x3,medium,13,,1800,1799,1679,93.27777777777777,,117.69922572960095,20.715306730196545,45.231685527099465,1.8459876543209877,13,,,0,0,,,,,333.421875,,,,,,PASS,ppo_v2,learned,9,0.06516589783950617,0.08100204999999999,0.5927739083333333,0.6277396,1.1953125,4.036464083008468
ppo,3x3,medium,14,,1800,1799,1677,93.16666666666667,,114.74001192605844,19.184853905784138,42.55239713774598,1.6996913580246913,14,,,0,0,,,,,334.125,,,,,,PASS,ppo_v2,learned,9,0.06483901944444445,0.0806691,0.5895237027777778,0.6310083500000001,1.1953125,4.056916499976069
ppo,3x3,medium,15,,1800,1799,1679,93.27777777777777,,115.28171530673019,19.61107802263252,43.274419297200716,1.7567901234567902,11,,,0,0,,,,,334.328125,,,,,,PASS,ppo_v2,learned,9,0.06507370462962964,0.08104315,0.5916350833333334,0.6318812500000001,1.1953125,4.055617667036131
dqn,4x4,medium,11,,2000,1999,1862,93.1,,119.86842105263158,15.37593984962406,37.95244360902256,0.8348958333333333,10,,,0,0,,,,,380.5625,,,,,,PASS,dqn_v2,learned,16,0.038930169270833336,0.04879405000000001,0.6312145777777778,0.68080865,1.4745635986328125,6.787979000015184
dqn,4x4,medium,12,,2000,1999,1859,92.95,,120.76116191500807,15.816568047337277,38.48293706293706,0.878125,9,,,0,0,,,,,438.984375,,,,,,PASS,dqn_v2,learned,16,0.041427525,0.053083,0.6720087833333334,0.8416122,1.4745635986328125,7.001419374952093
dqn,4x4,medium,13,,2000,1999,1855,92.75,,121.38921832884097,16.146630727762805,39.10709973045822,0.8871527777777778,9,,,0,0,,,,,463.203125,,,,,,PASS,dqn_v2,learned,16,0.044470409027777776,0.058292,0.7220234972222223,0.942441,1.4745635986328125,6.84403441590257
dqn,4x4,medium,14,,2000,1999,1859,92.95,,121.04410973641743,16.009144701452392,38.81882194728349,0.8715277777777778,8,,,0,0,,,,,281.40625,,,,,,PASS,dqn_v2,learned,16,0.03852389357638889,0.048958,0.6249582416666667,0.6856024,1.4745635986328125,6.794541416922584
dqn,4x4,medium,15,,2000,1999,1860,93.0,,119.59516129032258,15.30483870967742,37.67931720430108,0.8362847222222223,8,,,0,0,,,,,285.78125,,,,,,PASS,dqn_v2,learned,16,0.03812965833333333,0.04887915000000002,0.6183340333333334,0.6583066,1.4745635986328125,6.7643566250335425
ppo,4x4,medium,11,,2000,1999,1849,92.45,,123.4916170903191,18.02217414818821,41.686122228231476,1.0190972222222223,10,,,0,0,,,,,330.34375,,,,,,PASS,ppo_v2,learned,16,0.0605443546875,0.07708715000000001,0.9775335916666666,1.025825,2.125,6.933775125071406
ppo,4x4,medium,12,,2000,1999,1849,92.45,,124.80800432666307,18.546782044348298,42.5242617631152,1.0555555555555556,10,,,0,0,,,,,334.78125,,,,,,PASS,ppo_v2,learned,16,0.06086204791666667,0.07625,0.9826683027777777,1.0323622,2.125,6.96256179199554
ppo,4x4,medium,13,,2000,1999,1851,92.55,,124.52890329551593,18.38627768773636,42.20641815235008,1.0329861111111112,11,,,0,0,,,,,336.4375,,,,,,PASS,ppo_v2,learned,16,0.061195919270833336,0.07691905,0.9881533638888889,1.028659,2.125,6.950801583006978
ppo,4x4,medium,14,,2000,1998,1850,92.5,,124.14324324324325,18.153513513513513,41.998416216216214,1.0255208333333334,11,,,0,0,,,,,337.421875,,,,,,PASS,ppo_v2,learned,16,0.0617569484375,0.078208,0.9971042861111111,1.0487625,2.125,6.956692749983631
ppo,4x4,medium,15,,2000,1999,1848,92.4,,123.70021645021644,18.296536796536795,41.840411255411254,1.0319444444444446,9,,,0,0,,,,,338.4375,,,,,,PASS,ppo_v2,learned,16,0.06094445503472222,0.07604825000000003,0.9841082055555556,1.05197885,2.125,6.932256707921624
dqn,5x5,medium,11,,1566,1564,1447,92.40102171136654,,128.70352453351762,14.848652384243263,37.53046993780235,0.4043333333333333,6,,,0,0,,,,,414.359375,,,,,,PASS,dqn_v2,learned,25,0.043483818333333334,0.050461049999999966,1.101264725,1.0544360500000003,2.3040056228637695,10.54797883296851
dqn,5x5,medium,12,,1566,1565,1453,92.78416347381865,,129.49896765313144,15.235375086028906,38.00971094287681,0.42433333333333334,7,,,0,0,,,,,444.8125,,,,,,PASS,dqn_v2,learned,25,0.03785280033333333,0.04604519999999994,0.9593994388888889,1.01237705,2.3040056228637695,10.43339304102119
dqn,5x5,medium,13,,1566,1564,1445,92.27330779054917,,130.64083044982698,15.698269896193771,38.92684429065744,0.4271111111111111,7,,,0,0,,,,,473.21875,,,,,,PASS,dqn_v2,learned,25,0.037760691444444446,0.04633305,0.9577354055555556,1.0006857500000002,2.3040056228637695,10.371266958885826
dqn,5x5,medium,14,,1566,1565,1449,92.52873563218391,,130.0048309178744,15.555555555555555,38.522222222222226,0.4285555555555556,7,,,0,0,,,,,526.984375,,,,,,PASS,dqn_v2,learned,25,0.041700159,0.05337709999999997,1.0575526722222222,1.3013583,2.3040056228637695,10.742148834047839
dqn,5x5,medium,15,,1566,1565,1454,92.84802043422734,,128.6334250343879,14.64786795048143,37.531327372764785,0.4028888888888889,6,,,0,0,,,,,532.109375,,,,,,PASS,dqn_v2,learned,25,0.04402894611111111,0.06000834999999988,1.1178923472222222,1.6084018000000004,2.3040056228637695,11.044296959065832
ppo,5x5,medium,11,,1566,1565,1449,92.52873563218391,,130.9089026915114,16.52311939268461,39.811925465838506,0.468,6,,,0,0,,,,,333.515625,,,,,,PASS,ppo_v2,learned,25,0.06140188211111111,0.07571009999999996,1.548473836111111,1.7860368500000001,3.3203125,10.830751999979839
ppo,5x5,medium,12,,1566,1565,1448,92.46487867177522,,131.37292817679557,16.54696132596685,39.81211325966851,0.4686666666666667,6,,,0,0,,,,,338.734375,,,,,,PASS,ppo_v2,learned,25,0.064928445,0.08062709999999997,1.6380229166666667,1.97587115,3.3203125,10.865405249991454
ppo,5x5,medium,13,,1566,1565,1448,92.46487867177522,,132.60980662983425,17.08839779005525,40.9123273480663,0.4781111111111111,5,,,0,0,,,,,340.65625,,,,,,PASS,ppo_v2,learned,25,0.061295271666666665,0.07454309999999996,1.5457511555555556,1.7888389500000001,3.3203125,10.749286374892108
ppo,5x5,medium,14,,1566,1565,1449,92.52873563218391,,131.04140786749483,16.347826086956523,39.67460317460318,0.45766666666666667,7,,,0,0,,,,,342.03125,,,,,,PASS,ppo_v2,learned,25,0.06188053122222222,0.077125,1.560608936111111,1.9943541500000002,3.3203125,10.777966459048912
ppo,5x5,medium,15,,1566,1565,1447,92.40102171136654,,131.4948168624741,16.706288873531445,40.336599861783,0.473,7,,,0,0,,,,,343.84375,,,,,,PASS,ppo_v2,learned,25,0.06086257522222222,0.06908305000000001,1.5348393194444445,1.58020805,3.3203125,10.736112750018947
